dataset_id,cruise_id_og,cruise_id,date,lon,lat,station_og,station
WS0603_WS0603_WS0603_CAL4,WS0603,WS0603,1/20/2006,-82.1332016,26.25830078,CAL4,CAL4
WS0603_WS0603_WS0603_CAL5,WS0603,WS0603,1/20/2006,-82.21669769,26.18320084,CAL5,CAL5
WS0603_WS0603_WS0603_CH1,WS0603,WS0603,1/20/2006,-82.24970245,26.71680069,CH1,CH1
WS0603_WS0603_WS0603_CH2,WS0603,WS0603,1/20/2006,-82.33029938,26.66150093,CH2,CH2
WS0603_WS0603_WS0603_CH3,WS0603,WS0603,1/20/2006,-82.46669769,26.55369949,CH3,CH3
WS0603_WS0603_WS0603_CH4,WS0603,WS0603,1/20/2006,-82.61820221,26.47069931,CH4,CH4
WS0603_WS0603_WS0603_CH5,WS0603,WS0603,1/20/2006,-82.76779938,26.38299942,CH5,CH5
WS0603_WS0603_WS0603_029,WS0603,WS0603,1/21/2006,-82.47920227,25.06270027,29,29
WS0603_WS0603_WS0603_029_5,WS0603,WS0603,1/21/2006,-82.35019684,25.2262001,29.5,29.5
WS0603_WS0603_WS0603_030,WS0603,WS0603,1/21/2006,-82.20950317,25.4015007,30,30
WS0603_WS0603_WS0603_031,WS0603,WS0603,1/21/2006,-81.94319916,25.74169922,31,31
WS0603_WS0603_WS0603_032,WS0603,WS0603,1/21/2006,-81.834198,25.87319946,32,32
WS0603_WS0603_WS0603_033,WS0603,WS0603,1/21/2006,-81.8003006,25.9109993,33,33
WS0603_WS0603_WS0603_034,WS0603,WS0603,1/21/2006,-81.76850128,25.94879913,34,34
WS0603_WS0603_WS0603_028,WS0603,WS0603,1/22/2006,-82.75029755,24.72750092,28,28
WS0603_WS0603_WS0603_028_5,WS0603,WS0603,1/22/2006,-82.61769867,24.90049934,28.5,28.5
WS0603_WS0603_WS0603_DT1,WS0603,WS0603,1/22/2006,-82.91770172,24.69169998,DT1,DT1
WS0603_WS0603_WS0603_DT10,WS0603,WS0603,1/22/2006,-82.97270203,24.54920006,DT10,DT10
WS0603_WS0603_WS0603_DT11,WS0603,WS0603,1/22/2006,-82.91130066,24.61849976,DT11,DT11
WS0603_WS0603_WS0603_DT2,WS0603,WS0603,1/22/2006,-83.0503006,24.69199944,DT2,DT2
WS0603_WS0603_WS0603_DT3,WS0603,WS0603,1/22/2006,-83.18599701,24.69099998,DT3,DT3
WS0603_WS0603_WS0603_DT4,WS0603,WS0603,1/22/2006,-83.3144989,24.69370079,DT4,DT4
WS0603_WS0603_WS0603_DT5,WS0603,WS0603,1/22/2006,-83.30519867,24.56080055,DT5,DT5
WS0603_WS0603_WS0603_DT6,WS0603,WS0603,1/22/2006,-83.23249817,24.43219948,DT6,DT6
WS0603_WS0603_WS0603_DT7,WS0603,WS0603,1/22/2006,-83.19080353,24.29800034,DT7,DT7
WS0603_WS0603_WS0603_DT8,WS0603,WS0603,1/22/2006,-83.11370087,24.3817997,DT8,DT8
WS0603_WS0603_WS0603_DT9,WS0603,WS0603,1/22/2006,-83.04370117,24.46780014,DT9,DT9
WS0603_WS0603_WS0603_022,WS0603,WS0603,1/23/2006,-81.8286972,24.45529938,22,22
WS0603_WS0603_WS0603_022_5,WS0603,WS0603,1/23/2006,-81.82920074,24.39669991,22.5,22.5
WS0603_WS0603_WS0603_023,WS0603,WS0603,1/23/2006,-81.82920074,24.48699951,23,23
WS0603_WS0603_WS0603_024,WS0603,WS0603,1/23/2006,-81.82879639,24.53650093,24,24
WS0603_WS0603_WS0603_025,WS0603,WS0603,1/23/2006,-82.76830292,24.39319992,25,25
WS0603_WS0603_WS0603_025_5,WS0603,WS0603,1/23/2006,-82.76570129,24.28680038,25.5,25.5
WS0603_WS0603_WS0603_026,WS0603,WS0603,1/23/2006,-82.77079773,24.49379921,26,26
WS0603_WS0603_WS0603_027,WS0603,WS0603,1/23/2006,-82.76930237,24.58979988,27,27
WS0603_WS0603_WS0603_013,WS0603,WS0603,1/24/2006,-81.02870178,24.70079994,13,13
WS0603_WS0603_WS0603_014,WS0603,WS0603,1/24/2006,-81.02320099,24.67469978,14,14
WS0603_WS0603_WS0603_015,WS0603,WS0603,1/24/2006,-81.01679993,24.64150047,15,15
WS0603_WS0603_WS0603_015_5,WS0603,WS0603,1/24/2006,-80.99169922,24.59250069,15.5,15.5
WS0603_WS0603_WS0603_016,WS0603,WS0603,1/24/2006,-81.20420074,24.67469978,16,16
WS0603_WS0603_WS0603_017,WS0603,WS0603,1/24/2006,-81.1937027,24.63629913,17,17
WS0603_WS0603_WS0603_018,WS0603,WS0603,1/24/2006,-81.18370056,24.5991993,18,18
WS0603_WS0603_WS0603_019,WS0603,WS0603,1/24/2006,-81.42150116,24.60950089,19,19
WS0603_WS0603_WS0603_020,WS0603,WS0603,1/24/2006,-81.41829681,24.5746994,20,20
WS0603_WS0603_WS0603_021,WS0603,WS0603,1/24/2006,-81.4138031,24.53820038,21LK,21LK
WS0603_WS0603_WS0603_021_5,WS0603,WS0603,1/24/2006,-81.39179993,24.4817009,21.5,21.5
WS0603_WS0603_WS0603_01,WS0603,WS0603,1/25/2006,-80.12719727,25.64419937,1,1
WS0603_WS0603_WS0603_010,WS0603,WS0603,1/25/2006,-80.85970306,24.78680038,10,10
WS0603_WS0603_WS0603_011,WS0603,WS0603,1/25/2006,-80.84629822,24.75370026,11,11
WS0603_WS0603_WS0603_012,WS0603,WS0603,1/25/2006,-80.83080292,24.71380043,12,12
WS0603_WS0603_WS0603_02,WS0603,WS0603,1/25/2006,-80.10520172,25.64170074,2,2
WS0603_WS0603_WS0603_03,WS0603,WS0603,1/25/2006,-80.08399963,25.64500046,3,3
WS0603_WS0603_WS0603_04,WS0603,WS0603,1/25/2006,-80.37999725,25.10829926,4,4
WS0603_WS0603_WS0603_05,WS0603,WS0603,1/25/2006,-80.35479736,25.09320068,5,5
WS0603_WS0603_WS0603_05_5,WS0603,WS0603,1/25/2006,-80.33370209,25.07729912,5.5,5.5
WS0603_WS0603_WS0603_06,WS0603,WS0603,1/25/2006,-80.31479645,25.06500053,6,6
WS0603_WS0603_WS0603_06_5,WS0603,WS0603,1/25/2006,-80.28679657,25.04899979,6.5,6.5
WS0603_WS0603_WS0603_07,WS0603,WS0603,1/25/2006,-80.7562027,24.81900024,7,7
WS0603_WS0603_WS0603_08,WS0603,WS0603,1/25/2006,-80.74079895,24.79170036,8,8
WS0603_WS0603_WS0603_09,WS0603,WS0603,1/25/2006,-80.72270203,24.76320076,9,9
WS0603_WS0603_WS0603_09_5,WS0603,WS0603,1/25/2006,-80.68930054,24.71629906,9.5,9.5
WS0612_WS0612_WS0612_001,WS0612,WS0612,5/2/2006,-80.12719727,25.6432991,1,1
WS0612_WS0612_WS0612_002,WS0612,WS0612,5/2/2006,-80.10500336,25.64030075,2,2
WS0612_WS0612_WS0612_003,WS0612,WS0612,5/2/2006,-80.08350372,25.64279938,3,3
WS0612_WS0612_WS0612_004,WS0612,WS0612,5/2/2006,-80.38020325,25.10750008,4,4
WS0612_WS0612_WS0612_005,WS0612,WS0612,5/2/2006,-80.35520172,25.09300041,5,5
WS0612_WS0612_WS0612_005_5,WS0612,WS0612,5/2/2006,-80.33499908,25.07979965,5.5,5.5
WS0612_WS0612_WS0612_006,WS0612,WS0612,5/2/2006,-80.31919861,25.06649971,6,6
WS0612_WS0612_WS0612_006_5,WS0612,WS0612,5/2/2006,-80.28900146,25.04750061,6.5,6.5
WS0612_WS0612_WS0612_007,WS0612,WS0612,5/2/2006,-80.7562027,24.81830025,7,7
WS0612_WS0612_WS0612_008,WS0612,WS0612,5/3/2006,-80.74150085,24.79150009,8,8
WS0612_WS0612_WS0612_009,WS0612,WS0612,5/3/2006,-80.72329712,24.76280022,9,9
WS0612_WS0612_WS0612_009_5,WS0612,WS0612,5/3/2006,-80.69100189,24.71570015,9.5,9.5
WS0612_WS0612_WS0612_010,WS0612,WS0612,5/3/2006,-80.86100006,24.78779984,10,10
WS0612_WS0612_WS0612_011,WS0612,WS0612,5/3/2006,-80.84729767,24.75320053,11,11
WS0612_WS0612_WS0612_012,WS0612,WS0612,5/3/2006,-80.83329773,24.71229935,12,12
WS0612_WS0612_WS0612_013,WS0612,WS0612,5/3/2006,-81.03019714,24.70149994,13,13
WS0612_WS0612_WS0612_014,WS0612,WS0612,5/3/2006,-81.0236969,24.67449951,14,14
WS0612_WS0612_WS0612_015,WS0612,WS0612,5/3/2006,-81.01670074,24.64229965,15,15
WS0612_WS0612_WS0612_015_5,WS0612,WS0612,5/3/2006,-80.99199677,24.59129906,15.5,15.5
WS0612_WS0612_WS0612_016,WS0612,WS0612,5/3/2006,-81.20429993,24.67070007,16,16
WS0612_WS0612_WS0612_017,WS0612,WS0612,5/3/2006,-81.19400024,24.6345005,17,17
WS0612_WS0612_WS0612_018,WS0612,WS0612,5/3/2006,-81.18430328,24.5977993,18,18
WS0612_WS0612_WS0612_019,WS0612,WS0612,5/3/2006,-81.42150116,24.61000061,19,19
WS0612_WS0612_WS0612_020,WS0612,WS0612,5/3/2006,-81.41919708,24.57519913,20,20
WS0612_WS0612_WS0612_021,WS0612,WS0612,5/3/2006,-81.41400146,24.53750038,21LK,21LK
WS0612_WS0612_WS0612_021_5,WS0612,WS0612,5/3/2006,-81.39320374,24.48270035,21.5,21.5
WS0612_WS0612_WS0612_023,WS0612,WS0612,5/3/2006,-81.82879639,24.48679924,23,23
WS0612_WS0612_WS0612_024,WS0612,WS0612,5/3/2006,-81.82779694,24.53619957,24,24
WS0612_WS0612_WS0612_022,WS0612,WS0612,5/4/2006,-81.82900238,24.45479965,22,22
WS0612_WS0612_WS0612_022_5,WS0612,WS0612,5/4/2006,-81.83170319,24.39649963,22.5,22.5
WS0612_WS0612_WS0612_025,WS0612,WS0612,5/4/2006,-82.76799774,24.39380074,25,25
WS0612_WS0612_WS0612_025_5,WS0612,WS0612,5/4/2006,-82.76950073,24.28849983,25.5,25.5
WS0612_WS0612_WS0612_026,WS0612,WS0612,5/4/2006,-82.7696991,24.49430084,26,26
WS0612_WS0612_WS0612_027,WS0612,WS0612,5/4/2006,-82.76869965,24.59029961,27,27
WS0612_WS0612_WS0612_DT01,WS0612,WS0612,5/5/2006,-82.915802,24.69129944,DT1,DT1
WS0612_WS0612_WS0612_DT02,WS0612,WS0612,5/5/2006,-83.04979706,24.69169998,DT2,DT2
WS0612_WS0612_WS0612_DT03,WS0612,WS0612,5/5/2006,-83.18270111,24.69300079,DT3,DT3
WS0612_WS0612_WS0612_DT04,WS0612,WS0612,5/5/2006,-83.30950165,24.69269943,DT4,DT4
WS0612_WS0612_WS0612_DT05,WS0612,WS0612,5/5/2006,-83.26670074,24.56719971,DT5,DT5
WS0612_WS0612_WS0612_DT06,WS0612,WS0612,5/5/2006,-83.2338028,24.43379974,DT6,DT6
WS0612_WS0612_WS0612_DT07,WS0612,WS0612,5/5/2006,-83.19029999,24.29980087,DT7,DT7
WS0612_WS0612_WS0612_DT08,WS0612,WS0612,5/5/2006,-83.11499786,24.38299942,DT8,DT8
WS0612_WS0612_WS0612_DT09,WS0612,WS0612,5/5/2006,-83.04329681,24.46800041,DT9,DT9
WS0612_WS0612_WS0612_DT10,WS0612,WS0612,5/5/2006,-82.97119904,24.5522995,DT10,DT10
WS0612_WS0612_WS0612_DT11,WS0612,WS0612,5/5/2006,-82.90969849,24.62000084,DT11,DT11
WS0612_WS0612_WS0612_DTXX,WS0612,WS0612,5/5/2006,-82.91619873,24.69199944,DTXX,DT1
WS0612_WS0612_WS0612_028,WS0612,WS0612,5/6/2006,-82.74729919,24.72820091,28,28
WS0612_WS0612_WS0612_028_5,WS0612,WS0612,5/6/2006,-82.61650085,24.90119934,28.5,28.5
WS0612_WS0612_WS0612_029,WS0612,WS0612,5/6/2006,-82.47799683,25.0632,29,29
WS0612_WS0612_WS0612_029_5,WS0612,WS0612,5/6/2006,-82.34970093,25.22750092,29.5,29.5
WS0612_WS0612_WS0612_030,WS0612,WS0612,5/6/2006,-82.20850372,25.4015007,30,30
WS0612_WS0612_WS0612_030_5,WS0612,WS0612,5/6/2006,-82.07530212,25.57169914,30.5,30.5
WS0612_WS0612_WS0612_031,WS0612,WS0612,5/6/2006,-81.94319916,25.74180031,31,31
WS0612_WS0612_WS0612_032,WS0612,WS0612,5/6/2006,-81.83370209,25.87319946,32,32
WS0612_WS0612_WS0612_033,WS0612,WS0612,5/6/2006,-81.79969788,25.9116993,33,33
WS0612_WS0612_WS0612_034,WS0612,WS0612,5/6/2006,-81.76730347,25.94949913,34,34
WS0612_WS0612_WS0612_CAL1,WS0612,WS0612,5/7/2006,-81.95980072,26.4260006,CAL1,CAL1
WS0612_WS0612_WS0612_CAL2,WS0612,WS0612,5/7/2006,-82,26.38299942,CAL2,CAL2
WS0612_WS0612_WS0612_CAL3,WS0612,WS0612,5/7/2006,-82.04270172,26.34149933,CAL3,CAL3
WS0612_WS0612_WS0612_CAL4,WS0612,WS0612,5/7/2006,-82.13400269,26.25849915,CAL4,CAL4
WS0612_WS0612_WS0612_CAL5,WS0612,WS0612,5/7/2006,-82.21720123,26.18320084,CAL5,CAL5
WS0612_WS0612_WS0612_CH1,WS0612,WS0612,5/7/2006,-82.2492981,26.71870041,CH1,CH1
WS0612_WS0612_WS0612_CH2,WS0612,WS0612,5/7/2006,-82.33029938,26.66200066,CH2,CH2
WS0612_WS0612_WS0612_CH3,WS0612,WS0612,5/7/2006,-82.46649933,26.55520058,CH3,CH3
WS0612_WS0612_WS0612_CH4,WS0612,WS0612,5/7/2006,-82.61630249,26.4715004,CH4,CH4
WS0612_WS0612_WS0612_CH5,WS0612,WS0612,5/7/2006,-82.76899719,26.38380051,CH5,CH5
WS0612_WS0612_WS0612_039,WS0612,WS0612,5/8/2006,-81.48169708,25.7833004,39,39
WS0612_WS0612_WS0612_040,WS0612,WS0612,5/8/2006,-81.52279663,25.76119995,40,40
WS0612_WS0612_WS0612_041,WS0612,WS0612,5/8/2006,-81.57450104,25.73480034,41,41
WS0612_WS0612_WS0612_042,WS0612,WS0612,5/8/2006,-81.71820068,25.65550041,42,42
WS0612_WS0612_WS0612_045,WS0612,WS0612,5/8/2006,-81.47119904,25.58349991,45,45
WS0612_WS0612_WS0612_046,WS0612,WS0612,5/8/2006,-81.40830231,25.58349991,46,46
WS0612_WS0612_WS0612_047,WS0612,WS0612,5/8/2006,-81.36599731,25.58349991,47,47
WS0612_WS0612_WS0612_048,WS0612,WS0612,5/8/2006,-81.33029938,25.58300018,48,48
WS0612_WS0612_WS0612_049,WS0612,WS0612,5/8/2006,-81.29199982,25.58329964,49,49
WS0612_WS0612_WS0612_050,WS0612,WS0612,5/8/2006,-81.35050201,25.45369911,50,50
WS0612_WS0612_WS0612_051,WS0612,WS0612,5/8/2006,-81.3085022,25.45429993,51,51
WS0612_WS0612_WS0612_052,WS0612,WS0612,5/8/2006,-81.25969696,25.45330048,52,52
WS0612_WS0612_WS0612_053,WS0612,WS0612,5/8/2006,-81.22579956,25.45350075,53,53
WS0612_WS0612_WS0612_054,WS0612,WS0612,5/8/2006,-81.15280151,25.34469986,54,54
WS0612_WS0612_WS0612_055,WS0612,WS0612,5/8/2006,-81.19879913,25.35050011,55,55
WS0612_WS0612_WS0612_056,WS0612,WS0612,5/8/2006,-81.22730255,25.35020065,56,56
WS0612_WS0612_WS0612_057,WS0612,WS0612,5/8/2006,-81.26550293,25.35129929,57,57
WS0612_WS0612_WS0612_060,WS0612,WS0612,5/9/2006,-81.33550262,25.16749954,60,60
WS0612_WS0612_WS0612_061,WS0612,WS0612,5/9/2006,-81.27320099,25.16950035,61,61
WS0612_WS0612_WS0612_062,WS0612,WS0612,5/9/2006,-81.23470306,25.16650009,62,62
WS0612_WS0612_WS0612_063,WS0612,WS0612,5/9/2006,-81.19979858,25.16629982,63,63
WS0612_WS0612_WS0612_064,WS0612,WS0612,5/9/2006,-81.15699768,25.16670036,64,64
WS0612_WS0612_WS0612_065,WS0612,WS0612,5/9/2006,-81.09300232,25.10070038,65,65
WS0612_WS0612_WS0612_066,WS0612,WS0612,5/9/2006,-81.10749817,25.06800079,66,66
WS0612_WS0612_WS0612_067,WS0612,WS0612,5/9/2006,-81.12599945,25.03000069,67,67
WS0612_WS0612_WS0612_068,WS0612,WS0612,5/9/2006,-81.16570282,24.92900085,68,68
WS0612_WS0612_WS0612_069,WS0612,WS0612,5/9/2006,-81.09380341,24.92900085,69,69
WS0612_WS0612_WS0612_070,WS0612,WS0612,5/9/2006,-81.02420044,24.92950058,70,70
WS0612_WS0612_WS0612_071,WS0612,WS0612,5/9/2006,-80.96230316,24.93020058,71,71
WS0618_WS0618_WS0618_60,WS0618,WS0618,8/5/2006,-81.33850098,25.16230011,60,60
WS0618_WS0618_WS0618_68,WS0618,WS0618,8/5/2006,-81.16829681,24.92980003,68,68
WS0618_WS0618_WS0618_56,WS0618,WS0618,8/6/2006,-81.22879791,25.35029984,56,56
WS0618_WS0618_WS0618_58,WS0618,WS0618,8/6/2006,-81.65670013,25.16650009,58,58
WS0618_WS0618_WS0618_39,WS0618,WS0618,8/7/2006,-81.498703,25.77079964,39,39
WS0618_WS0618_WS0618_44,WS0618,WS0618,8/7/2006,-81.66799927,25.58480072,44,44
WS0618_WS0618_WS0618_49,WS0618,WS0618,8/7/2006,-81.29380035,25.58379936,49,49
WS0618_WS0618_WS0618_50,WS0618,WS0618,8/7/2006,-81.34999847,25.45330048,50,50
WS0618_WS0618_WS0618_53,WS0618,WS0618,8/7/2006,-81.22429657,25.45319939,53,53
WS0618_WS0618_WS0618_54,WS0618,WS0618,8/7/2006,-81.15229797,25.34550095,54,54
WS0618_WS0618_WS0618_CH2,WS0618,WS0618,8/8/2006,-82.33129883,26.66080093,CH2,CH2
WS0618_WS0618_WS0618_CH5,WS0618,WS0618,8/8/2006,-82.76730347,26.38220024,CH5,CH5
WS0618_WS0618_WS0618_CH5a,WS0618,WS0618,8/8/2006,-82.76869965,26.38229942,CH5A,CH5
WS0618_WS0618_WS0618_CAL1,WS0618,WS0618,8/9/2006,-81.96070099,26.4272995,CAL1,CAL1
WS0618_WS0618_WS0618_CAL5,WS0618,WS0618,8/9/2006,-82.21620178,26.18479919,CAL5,CAL5
WS0618_WS0618_WS0618_029,WS0618,WS0618,8/10/2006,-82.47920227,25.06279945,29,29
WS0618_WS0618_WS0618_030,WS0618,WS0618,8/10/2006,-82.21029663,25.4008007,30,30
WS0618_WS0618_WS0618_031,WS0618,WS0618,8/10/2006,-81.93900299,25.73579979,31,31
WS0618_WS0618_WS0618_032,WS0618,WS0618,8/10/2006,-81.83270264,25.87220001,32,32
WS0618_WS0618_WS0618_033,WS0618,WS0618,8/10/2006,-81.80020142,25.91069984,33,33
WS0618_WS0618_WS0618_034,WS0618,WS0618,8/10/2006,-81.76550293,25.94820023,34,34
WS0618_WS0618_WS0618_028,WS0618,WS0618,8/11/2006,-82.74829865,24.72900009,28,28
WS0618_WS0618_WS0618_DT1,WS0618,WS0618,8/11/2006,-82.91819763,24.69129944,DT1,DT1
WS0618_WS0618_WS0618_DT10,WS0618,WS0618,8/11/2006,-82.97129822,24.54929924,DT10,DT10
WS0618_WS0618_WS0618_DT11,WS0618,WS0618,8/11/2006,-82.91130066,24.61919975,DT11,DT11
WS0618_WS0618_WS0618_DT2,WS0618,WS0618,8/11/2006,-83.05120087,24.6923008,DT2,DT2
WS0618_WS0618_WS0618_DT4,WS0618,WS0618,8/11/2006,-83.30930328,24.69249916,DT4,DT4
WS0618_WS0618_WS0618_DT7,WS0618,WS0618,8/11/2006,-83.19200134,24.29999924,DT7,DT7
WS0618_WS0618_WS0618_DT9,WS0618,WS0618,8/11/2006,-83.04170227,24.46800041,DT9,DT9
WS0618_WS0618_WS0618_022_5,WS0618,WS0618,8/12/2006,-81.82800293,24.39599991,22.5,22.5
WS0618_WS0618_WS0618_023,WS0618,WS0618,8/12/2006,-81.82720184,24.48620033,23,23
WS0618_WS0618_WS0618_024,WS0618,WS0618,8/12/2006,-81.82769775,24.53549957,24,24
WS0618_WS0618_WS0618_025_5,WS0618,WS0618,8/12/2006,-82.76629639,24.2852993,25.5,25.5
WS0618_WS0618_WS0618_027,WS0618,WS0618,8/12/2006,-82.76830292,24.5890007,27,27
WS0618_WS0618_WS0618_016,WS0618,WS0618,8/13/2006,-81.20320129,24.67320061,16,16
WS0618_WS0618_WS0618_017,WS0618,WS0618,8/13/2006,-81.19300079,24.63400078,17,17
WS0618_WS0618_WS0618_018,WS0618,WS0618,8/13/2006,-81.18319702,24.5977993,18,18
WS0618_WS0618_WS0618_019,WS0618,WS0618,8/13/2006,-81.42199707,24.60880089,19,19
WS0618_WS0618_WS0618_020,WS0618,WS0618,8/13/2006,-81.41719818,24.57579994,20,20
WS0618_WS0618_WS0618_021,WS0618,WS0618,8/13/2006,-81.41269684,24.53770065,21LK,21LK
WS0618_WS0618_WS0618_021_5,WS0618,WS0618,8/13/2006,-81.39170074,24.48220062,21.5,21.5
WS0618_WS0618_WS0618_001,WS0618,WS0618,8/14/2006,-80.12619781,25.64480019,1,1
WS0618_WS0618_WS0618_003,WS0618,WS0618,8/14/2006,-80.08249664,25.6446991,3,3
WS0618_WS0618_WS0618_005,WS0618,WS0618,8/14/2006,-80.35520172,25.09300041,5,5
WS0618_WS0618_WS0618_006,WS0618,WS0618,8/14/2006,-80.31430054,25.06399918,6,6
WS0618_WS0618_WS0618_006_5,WS0618,WS0618,8/14/2006,-80.28630066,25.04980087,6.5,6.5
WS0618_WS0618_WS0618_007,WS0618,WS0618,8/14/2006,-80.75450134,24.81679916,7,7
WS0618_WS0618_WS0618_009,WS0618,WS0618,8/14/2006,-80.72180176,24.76300049,9,9
WS0618_WS0618_WS0618_009_5,WS0618,WS0618,8/14/2006,-80.68720245,24.71629906,9.5,9.5
WS0618_WS0618_WS0618_010,WS0618,WS0618,8/14/2006,-80.85970306,24.78730011,10,10
WS0618_WS0618_WS0618_012,WS0618,WS0618,8/14/2006,-80.83129883,24.71299934,12,12
WS0623_WS0623_WS0623_50,WS0623,WS0623,10/31/2006,-81.34980011,25.45319939,50,50
WS0623_WS0623_WS0623_53,WS0623,WS0623,10/31/2006,-81.22429657,25.45369911,53,53
WS0623_WS0623_WS0623_54,WS0623,WS0623,10/31/2006,-81.16919708,25.33519936,54,54
WS0623_WS0623_WS0623_56,WS0623,WS0623,10/31/2006,-81.22080231,25.35050011,56,56
WS0623_WS0623_WS0623_58,WS0623,WS0623,10/31/2006,-81.65380096,25.16749954,58,58
WS0623_WS0623_WS0623_60,WS0623,WS0623,10/31/2006,-81.33679962,25.16670036,60,60
WS0623_WS0623_WS0623_68,WS0623,WS0623,10/31/2006,-81.1678009,24.9272995,68,68
WS0623_WS0623_WS0623_69,WS0623,WS0623,10/31/2006,-81.09400177,24.93029976,69,69
WS0623_WS0623_WS0623_39,WS0623,WS0623,11/1/2006,-81.48200226,25.78269958,39,39
WS0623_WS0623_WS0623_42,WS0623,WS0623,11/1/2006,-81.71920013,25.65469933,42,42
WS0623_WS0623_WS0623_49,WS0623,WS0623,11/1/2006,-81.29149628,25.58300018,49,49
WS0623_WS0623_WS0623_CH5,WS0623,WS0623,11/1/2006,-82.76719666,26.3852005,CH5,CH5
WS0623_WS0623_WS0623_CAL1,WS0623,WS0623,11/2/2006,-81.95950317,26.42650032,CAL1,CAL1
WS0623_WS0623_WS0623_CAL5,WS0623,WS0623,11/2/2006,-82.21620178,26.18280029,CAL5,CAL5
WS0623_WS0623_WS0623_CH2,WS0623,WS0623,11/2/2006,-82.33200073,26.66230011,CH2,CH2
WS0623_WS0623_WS0623_28,WS0623,WS0623,11/3/2006,-82.7492981,24.72750092,28,28
WS0623_WS0623_WS0623_29,WS0623,WS0623,11/3/2006,-82.47799683,25.06200027,29,29
WS0623_WS0623_WS0623_30,WS0623,WS0623,11/3/2006,-82.21029663,25.40200043,30,30
WS0623_WS0623_WS0623_31,WS0623,WS0623,11/3/2006,-81.94480133,25.7385006,31,31
WS0623_WS0623_WS0623_34,WS0623,WS0623,11/3/2006,-81.76699829,25.94919968,34,34
